alertType,vehicleNum,date,time,startTime,endTime,GPSlat,GPSlng,Speed,Time__seconds
hmw,TS08Z0204,01-01-2024,19:28:18,01-01-2024 19:28,01-01-2024 19:28,17.3934217,78.4762283,26,70098
pcw,TS08Z0204,03-01-2024,11:41:37,03-01-2024 11:41,03-01-2024 11:41,17.3865117,78.4784567,47,42097
hmw,TS08Z0204,03-01-2024,11:42:30,03-01-2024 11:42,03-01-2024 11:42,17.3854133,78.4819383,27,42150
pcw,TS08Z0204,03-01-2024,12:40:27,03-01-2024 12:40,03-01-2024 12:40,17.3687033,78.5243083,25,45627
pcw,TS08Z0204,03-01-2024,12:51:26,03-01-2024 12:51,03-01-2024 12:51,17.3517383,78.5467383,0,46286
pcw,TS08Z0204,03-01-2024,12:54:02,03-01-2024 12:54,03-01-2024 12:54,17.3439033,78.5549717,0,46442
hmw,TS08Z0204,03-01-2024,13:19:12,,,17.3317983,78.591075,0,47952
hmw,TS08Z0204,03-01-2024,13:19:12,,,17.3317983,78.591075,0,47952
hmw,TS08Z0204,03-01-2024,13:30:06,,,17.3197633,78.646135,0,48606
hmw,TS08Z0204,03-01-2024,13:30:23,,,17.3198417,78.6485367,0,48623
hmw,TS08Z0204,03-01-2024,13:30:56,,,17.31924,78.65197,0,48656
hmw,TS08Z0204,03-01-2024,13:31:39,,,17.3176617,78.6564717,0,48699
ldw,TS08Z0204,03-01-2024,13:32:05,03-01-2024 13:32,03-01-2024 13:32,17.3173733,78.6609367,0,48725
hmw,TS08Z0204,03-01-2024,13:34:50,,,17.3114567,78.68328,0,48890
hmw,TS08Z0204,03-01-2024,13:34:53,,,17.3114567,78.68328,0,48893
hmw,TS08Z0204,03-01-2024,13:35:42,,,17.3094867,78.6881833,0,48942
hmw,TS08Z0204,03-01-2024,13:37:02,,,17.3093817,78.69648,0,49022
hmw,TS08Z0204,03-01-2024,13:37:05,,,17.3093817,78.69648,0,49025
hmw,TS08Z0204,03-01-2024,13:40:36,,,17.3064767,78.7249383,0,49236
ldw,TS08Z0204,03-01-2024,13:43:19,03-01-2024 13:43,03-01-2024 13:43,17.2966233,78.7406417,0,49399
ldw,TS08Z0204,03-01-2024,13:43:33,03-01-2024 13:43,03-01-2024 13:43,17.2951783,78.7416067,0,49413
ldw,TS08Z0204,03-01-2024,13:43:37,03-01-2024 13:43,03-01-2024 13:43,17.294365,78.7433317,0,49417
ldw,TS08Z0204,03-01-2024,13:43:51,03-01-2024 13:43,03-01-2024 13:43,17.2939617,78.74522,0,49431
ldw,TS08Z0204,03-01-2024,13:47:33,03-01-2024 13:47,03-01-2024 13:47,17.284,78.779465,0,49653
ldw,TS08Z0204,03-01-2024,13:48:37,03-01-2024 13:48,03-01-2024 13:48,17.2796083,78.7875717,0,49717
ldw,TS08Z0204,03-01-2024,13:48:56,03-01-2024 13:48,03-01-2024 13:48,17.27967,78.7928383,0,49736
ldw,TS08Z0204,03-01-2024,13:49:13,03-01-2024 13:49,03-01-2024 13:49,17.280005,78.794775,0,49753
ldw,TS08Z0204,03-01-2024,13:49:27,03-01-2024 13:49,03-01-2024 13:49,17.28071,78.7987183,0,49767
ldw,TS08Z0204,03-01-2024,13:49:45,03-01-2024 13:49,03-01-2024 13:49,17.280735,78.8027667,0,49785
ldw,TS08Z0204,03-01-2024,13:49:55,03-01-2024 13:49,03-01-2024 13:49,17.27999,78.8043667,0,49795
ldw,TS08Z0204,03-01-2024,13:49:59,03-01-2024 13:49,03-01-2024 13:49,17.27999,78.8043667,0,49799
ldw,TS08Z0204,03-01-2024,13:50:13,03-01-2024 13:50,03-01-2024 13:50,17.2790767,78.8060333,0,49813
ldw,TS08Z0204,03-01-2024,13:50:23,03-01-2024 13:50,03-01-2024 13:50,17.2782117,78.8076433,0,49823
ldw,TS08Z0204,03-01-2024,13:50:57,03-01-2024 13:50,03-01-2024 13:50,17.2744833,78.8146167,0,49857
hmw,TS08Z0204,03-01-2024,13:51:03,,,17.2744833,78.8146167,0,49863
ldw,TS08Z0204,03-01-2024,13:51:11,03-01-2024 13:51,03-01-2024 13:51,17.2735583,78.81636,0,49871
ldw,TS08Z0204,03-01-2024,13:51:58,03-01-2024 13:51,03-01-2024 13:51,17.2687367,78.8248767,0,49918
ldw,TS08Z0204,03-01-2024,13:52:12,03-01-2024 13:52,03-01-2024 13:52,17.2678933,78.8264067,0,49932
fcw,TS08Z0204,03-01-2024,13:52:24,03-01-2024 13:52,03-01-2024 13:52,17.2663333,78.8292133,0,49944
ldw,TS08Z0204,03-01-2024,13:53:07,03-01-2024 13:53,03-01-2024 13:53,17.2647917,78.833,0,49987
ldw,TS08Z0204,03-01-2024,13:53:25,03-01-2024 13:53,03-01-2024 13:53,17.2641433,78.8360367,0,50005
hmw,TS08Z0204,03-01-2024,13:53:32,,,17.2641433,78.8360367,0,50012
ldw,TS08Z0204,03-01-2024,13:53:47,03-01-2024 13:53,03-01-2024 13:53,17.2632717,78.83906,0,50027
ldw,TS08Z0204,03-01-2024,13:54:03,03-01-2024 13:54,03-01-2024 13:54,17.2624183,78.8405683,0,50043
ldw,TS08Z0204,03-01-2024,13:54:28,03-01-2024 13:54,03-01-2024 13:54,17.2600683,78.8454017,0,50068
ldw,TS08Z0204,03-01-2024,13:54:51,03-01-2024 13:54,03-01-2024 13:54,17.2586433,78.8487133,0,50091
ldw,TS08Z0204,03-01-2024,13:55:01,03-01-2024 13:55,03-01-2024 13:55,17.2584967,78.8502683,0,50101
ldw,TS08Z0204,03-01-2024,13:55:11,03-01-2024 13:55,03-01-2024 13:55,17.258445,78.8519217,0,50111
hmw,TS08Z0204,03-01-2024,13:55:31,,,17.258425,78.855135,0,50131
ldw,TS08Z0204,03-01-2024,13:56:14,03-01-2024 13:56,03-01-2024 13:56,17.2580633,78.863055,0,50174
ldw,TS08Z0204,03-01-2024,13:56:47,03-01-2024 13:56,03-01-2024 13:56,17.2581317,78.8688133,0,50207
ldw,TS08Z0204,03-01-2024,13:57:20,03-01-2024 13:57,03-01-2024 13:57,17.2576767,78.873905,0,50240
ldw,TS08Z0204,03-01-2024,13:57:49,03-01-2024 13:57,03-01-2024 13:57,17.25631,78.8787667,0,50269
hmw,TS08Z0204,03-01-2024,13:58:04,,,17.2562067,78.882175,0,50284
ldw,TS08Z0204,03-01-2024,13:58:38,03-01-2024 13:58,03-01-2024 13:58,17.2562817,78.8863167,0,50318
ldw,TS08Z0204,03-01-2024,14:01:16,03-01-2024 14:01,03-01-2024 14:01,17.2508367,78.900885,0,50476
ldw,TS08Z0204,03-01-2024,14:03:04,03-01-2024 14:03,03-01-2024 14:03,17.2463717,78.9152683,0,50584
fcw,TS08Z0204,03-01-2024,14:03:05,03-01-2024 14:03,03-01-2024 14:03,17.2463717,78.9152683,0,50585
ldw,TS08Z0204,03-01-2024,14:03:17,03-01-2024 14:03,03-01-2024 14:03,17.2460033,78.9170867,0,50597
ldw,TS08Z0204,03-01-2024,14:04:03,03-01-2024 14:04,03-01-2024 14:04,17.2448283,78.9238783,0,50643
ldw,TS08Z0204,03-01-2024,14:04:14,03-01-2024 14:04,03-01-2024 14:04,17.244015,78.9271517,0,50654
ldw,TS08Z0204,03-01-2024,14:04:42,03-01-2024 14:04,03-01-2024 14:04,17.2429783,78.9309483,0,50682
ldw,TS08Z0204,03-01-2024,14:04:56,03-01-2024 14:04,03-01-2024 14:04,17.2420367,78.93422,0,50696
ldw,TS08Z0204,03-01-2024,14:05:04,03-01-2024 14:05,03-01-2024 14:05,17.2416767,78.9356783,0,50704
ldw,TS08Z0204,03-01-2024,14:05:11,03-01-2024 14:05,03-01-2024 14:05,17.2416767,78.9356783,0,50711
ldw,TS08Z0204,03-01-2024,14:05:42,03-01-2024 14:05,03-01-2024 14:05,17.240115,78.941235,0,50742
ldw,TS08Z0204,03-01-2024,14:05:50,03-01-2024 14:05,03-01-2024 14:05,17.2393533,78.94319,0,50750
ldw,TS08Z0204,03-01-2024,14:05:54,03-01-2024 14:05,03-01-2024 14:05,17.2385817,78.9451717,0,50754
ldw,TS08Z0204,03-01-2024,14:06:03,03-01-2024 14:06,03-01-2024 14:06,17.2385817,78.9451717,0,50763
ldw,TS08Z0204,03-01-2024,14:06:08,03-01-2024 14:06,03-01-2024 14:06,17.2377917,78.94704,0,50768
ldw,TS08Z0204,03-01-2024,14:06:29,03-01-2024 14:06,03-01-2024 14:06,17.2365633,78.95001,0,50789
hmw,TS08Z0204,03-01-2024,14:06:31,,,17.2365633,78.95001,0,50791
hmw,TS08Z0204,03-01-2024,14:07:08,,,17.2345383,78.954885,0,50828
ldw,TS08Z0204,03-01-2024,14:07:37,03-01-2024 14:07,03-01-2024 14:07,17.2335033,78.9586617,0,50857
ldw,TS08Z0204,03-01-2024,14:09:08,03-01-2024 14:09,03-01-2024 14:09,17.2298667,78.970505,0,50948
ldw,TS08Z0204,03-01-2024,14:09:14,03-01-2024 14:09,03-01-2024 14:09,17.22925,78.97256,0,50954
ldw,TS08Z0204,03-01-2024,14:09:25,03-01-2024 14:09,03-01-2024 14:09,17.2287267,78.9746433,0,50965
ldw,TS08Z0204,03-01-2024,14:09:54,03-01-2024 14:09,03-01-2024 14:09,17.231125,78.980145,0,50994
ldw,TS08Z0204,03-01-2024,14:10:13,03-01-2024 14:10,03-01-2024 14:10,17.2323717,78.9817983,0,51013
ldw,TS08Z0204,03-01-2024,14:10:46,03-01-2024 14:10,03-01-2024 14:10,17.231295,78.9899783,0,51046
ldw,TS08Z0204,03-01-2024,14:10:54,03-01-2024 14:10,03-01-2024 14:10,17.2305883,78.9920033,0,51054
ldw,TS08Z0204,03-01-2024,14:11:39,03-01-2024 14:11,03-01-2024 14:11,17.2295917,79.0003517,0,51099
ldw,TS08Z0204,03-01-2024,14:11:50,03-01-2024 14:11,03-01-2024 14:11,17.2296783,79.0025367,0,51110
ldw,TS08Z0204,03-01-2024,14:11:55,03-01-2024 14:11,03-01-2024 14:11,17.2298333,79.00467,0,51115
ldw,TS08Z0204,03-01-2024,14:12:03,03-01-2024 14:12,03-01-2024 14:12,17.2298333,79.00467,0,51123
ldw,TS08Z0204,03-01-2024,14:12:39,03-01-2024 14:12,03-01-2024 14:12,17.2301067,79.0129167,0,51159
ldw,TS08Z0204,03-01-2024,14:12:49,03-01-2024 14:12,03-01-2024 14:12,17.2299083,79.01451,0,51169
ldw,TS08Z0204,03-01-2024,14:13:05,03-01-2024 14:13,03-01-2024 14:13,17.229385,79.017935,0,51185
ldw,TS08Z0204,03-01-2024,14:13:40,03-01-2024 14:13,03-01-2024 14:13,17.229435,79.0238133,0,51220
ldw,TS08Z0204,03-01-2024,14:13:59,03-01-2024 14:13,03-01-2024 14:13,17.2297017,79.027845,0,51239
ldw,TS08Z0204,03-01-2024,14:14:05,03-01-2024 14:14,03-01-2024 14:14,17.22985,79.0296267,0,51245
ldw,TS08Z0204,03-01-2024,14:14:11,03-01-2024 14:14,03-01-2024 14:14,17.22985,79.0296267,0,51251
ldw,TS08Z0204,03-01-2024,14:14:25,03-01-2024 14:14,03-01-2024 14:14,17.2303383,79.03303,0,51265
ldw,TS08Z0204,03-01-2024,14:15:18,03-01-2024 14:15,03-01-2024 14:15,17.231405,79.0424917,0,51318
ldw,TS08Z0204,03-01-2024,14:15:32,03-01-2024 14:15,03-01-2024 14:15,17.2313717,79.0444,0,51332
ldw,TS08Z0204,03-01-2024,14:16:39,03-01-2024 14:16,03-01-2024 14:16,17.2307367,79.05919,0,51399
ldw,TS08Z0204,03-01-2024,14:17:20,03-01-2024 14:17,03-01-2024 14:17,17.2304033,79.0668083,0,51440
ldw,TS08Z0204,03-01-2024,14:17:48,03-01-2024 14:17,03-01-2024 14:17,17.2298917,79.07282,0,51468
ldw,TS08Z0204,03-01-2024,14:17:57,03-01-2024 14:17,03-01-2024 14:17,17.2295883,79.0747767,0,51477
ldw,TS08Z0204,03-01-2024,14:18:09,03-01-2024 14:18,03-01-2024 14:18,17.2295117,79.0769317,0,51489
ldw,TS08Z0204,03-01-2024,14:18:31,03-01-2024 14:18,03-01-2024 14:18,17.229855,79.0810617,0,51511
hmw,TS08Z0204,03-01-2024,14:19:05,,,17.2302733,79.0831033,0,51545
ldw,TS08Z0204,03-01-2024,14:19:32,03-01-2024 14:19,03-01-2024 14:19,17.2310733,79.0913767,0,51572
ldw,TS08Z0204,03-01-2024,14:20:43,03-01-2024 14:20,03-01-2024 14:20,17.2312167,79.1011317,0,51643
ldw,TS08Z0204,03-01-2024,14:21:24,03-01-2024 14:21,03-01-2024 14:21,17.231515,79.1085183,0,51684
ldw,TS08Z0204,03-01-2024,14:22:14,03-01-2024 14:22,03-01-2024 14:22,17.2328217,79.1173433,0,51734
ldw,TS08Z0204,03-01-2024,14:22:19,03-01-2024 14:22,03-01-2024 14:22,17.2328733,79.1190367,0,51739
ldw,TS08Z0204,03-01-2024,14:22:24,03-01-2024 14:22,03-01-2024 14:22,17.2328733,79.1190367,0,51744
ldw,TS08Z0204,03-01-2024,14:22:31,03-01-2024 14:22,03-01-2024 14:22,17.2328633,79.12067,0,51751
ldw,TS08Z0204,03-01-2024,14:22:43,03-01-2024 14:22,03-01-2024 14:22,17.232635,79.1223467,0,51763
ldw,TS08Z0204,03-01-2024,14:22:48,03-01-2024 14:22,03-01-2024 14:22,17.232635,79.1223467,0,51768
ldw,TS08Z0204,03-01-2024,14:23:53,03-01-2024 14:23,03-01-2024 14:23,17.2293817,79.132165,0,51833
hmw,TS08Z0204,03-01-2024,14:24:20,,,17.2264617,79.13727,0,51860
hmw,TS08Z0204,03-01-2024,14:24:41,,,17.2251183,79.1394733,0,51881
ldw,TS08Z0204,03-01-2024,14:25:49,03-01-2024 14:25,03-01-2024 14:25,17.2188133,79.1494133,0,51949
ldw,TS08Z0204,03-01-2024,14:26:26,03-01-2024 14:26,03-01-2024 14:26,17.2154633,79.15465,0,51986
ldw,TS08Z0204,03-01-2024,14:27:15,03-01-2024 14:27,03-01-2024 14:27,17.2122883,79.1648667,0,52035
ldw,TS08Z0204,03-01-2024,14:27:42,03-01-2024 14:27,03-01-2024 14:27,17.2107883,79.1712367,0,52062
ldw,TS08Z0204,03-01-2024,14:27:48,03-01-2024 14:27,03-01-2024 14:27,17.2107883,79.1712367,0,52068
ldw,TS08Z0204,03-01-2024,14:28:02,03-01-2024 14:28,03-01-2024 14:28,17.2094183,79.1751883,0,52082
ldw,TS08Z0204,03-01-2024,14:28:19,03-01-2024 14:28,03-01-2024 14:28,17.2084483,79.1790567,0,52099
ldw,TS08Z0204,03-01-2024,14:28:43,03-01-2024 14:28,03-01-2024 14:28,17.20767,79.1831683,0,52123
ldw,TS08Z0204,03-01-2024,14:28:53,03-01-2024 14:28,03-01-2024 14:28,17.2066583,79.1849583,0,52133
ldw,TS08Z0204,03-01-2024,14:29:00,03-01-2024 14:29,03-01-2024 14:29,17.2066583,79.1849583,0,52140
hmw,TS08Z0204,03-01-2024,14:29:07,,,17.2051233,79.1862683,0,52147
ldw,TS08Z0204,03-01-2024,14:30:04,03-01-2024 14:30,03-01-2024 14:30,17.1975233,79.1928233,0,52204
ldw,TS08Z0204,03-01-2024,14:30:16,03-01-2024 14:30,03-01-2024 14:30,17.1964817,79.19464,0,52216
ldw,TS08Z0204,03-01-2024,14:30:54,03-01-2024 14:30,03-01-2024 14:30,17.1969,79.203135,0,52254
ldw,TS08Z0204,03-01-2024,14:32:37,03-01-2024 14:32,03-01-2024 14:32,17.1982583,79.22368,0,52357
ldw,TS08Z0204,03-01-2024,14:33:24,03-01-2024 14:33,03-01-2024 14:33,17.195335,79.2340933,0,52404
ldw,TS08Z0204,03-01-2024,14:33:39,03-01-2024 14:33,03-01-2024 14:33,17.19412,79.2381817,0,52419
ldw,TS08Z0204,03-01-2024,14:33:46,03-01-2024 14:33,03-01-2024 14:33,17.19412,79.2381817,0,52426
ldw,TS08Z0204,03-01-2024,14:35:18,03-01-2024 14:35,03-01-2024 14:35,17.1835383,79.253675,0,52518
ldw,TS08Z0204,03-01-2024,14:35:39,03-01-2024 14:35,03-01-2024 14:35,17.179515,79.2585817,0,52539
ldw,TS08Z0204,03-01-2024,14:35:45,03-01-2024 14:35,03-01-2024 14:35,17.179515,79.2585817,0,52545
ldw,TS08Z0204,03-01-2024,14:36:10,03-01-2024 14:36,03-01-2024 14:36,17.1775783,79.264635,80,52570
ldw,TS08Z0204,03-01-2024,14:36:15,03-01-2024 14:36,03-01-2024 14:36,17.1775783,79.264635,80,52575
ldw,TS08Z0204,03-01-2024,14:36:20,03-01-2024 14:36,03-01-2024 14:36,17.1772033,79.2665383,73,52580
ldw,TS08Z0204,03-01-2024,14:36:34,03-01-2024 14:36,03-01-2024 14:36,17.176735,79.268475,78,52594
ldw,TS08Z0204,03-01-2024,14:37:29,03-01-2024 14:37,03-01-2024 14:37,17.1741283,79.2766667,83,52649
ldw,TS08Z0204,03-01-2024,14:37:34,03-01-2024 14:37,03-01-2024 14:37,17.1724483,79.280655,83,52654
ldw,TS08Z0204,03-01-2024,14:37:51,03-01-2024 14:37,03-01-2024 14:37,17.1706567,79.284555,83,52671
ldw,TS08Z0204,03-01-2024,14:38:11,03-01-2024 14:38,03-01-2024 14:38,17.1684517,79.2882583,83,52691
ldw,TS08Z0204,03-01-2024,14:38:54,03-01-2024 14:38,03-01-2024 14:38,17.1642217,79.2955333,74,52734
ldw,TS08Z0204,03-01-2024,14:40:11,03-01-2024 14:40,03-01-2024 14:40,17.1589517,79.3099217,60,52811
ldw,TS08Z0204,03-01-2024,14:40:23,03-01-2024 14:40,03-01-2024 14:40,17.1591367,79.31157,63,52823
ldw,TS08Z0204,03-01-2024,14:40:27,03-01-2024 14:40,03-01-2024 14:40,17.1591367,79.31157,63,52827
ldw,TS08Z0204,03-01-2024,14:40:31,03-01-2024 14:40,03-01-2024 14:40,17.159315,79.3132217,65,52831
ldw,TS08Z0204,03-01-2024,14:40:58,03-01-2024 14:40,03-01-2024 14:40,17.1599967,79.31662,60,52858
ldw,TS08Z0204,03-01-2024,14:41:21,03-01-2024 14:41,03-01-2024 14:41,17.1614667,79.32137,69,52881
ldw,TS08Z0204,03-01-2024,14:41:35,03-01-2024 14:41,03-01-2024 14:41,17.1620383,79.323135,73,52895
ldw,TS08Z0204,03-01-2024,14:41:43,03-01-2024 14:41,03-01-2024 14:41,17.1620383,79.323135,73,52903
ldw,TS08Z0204,03-01-2024,14:41:57,03-01-2024 14:41,03-01-2024 14:41,17.1632033,79.3270367,82,52917
ldw,TS08Z0204,03-01-2024,14:42:05,03-01-2024 14:42,03-01-2024 14:42,17.16382,79.3291133,83,52925
ldw,TS08Z0204,03-01-2024,14:43:41,03-01-2024 14:43,03-01-2024 14:43,17.169785,79.3496983,82,53021
ldw,TS08Z0204,03-01-2024,14:44:14,03-01-2024 14:44,03-01-2024 14:44,17.1703533,79.3560417,74,53054
ldw,TS08Z0204,03-01-2024,14:44:40,03-01-2024 14:44,03-01-2024 14:44,17.1708583,79.3612917,0,53080
ldw,TS08Z0204,03-01-2024,14:45:06,03-01-2024 14:45,03-01-2024 14:45,17.17117,79.36562,82,53106
ldw,TS08Z0204,03-01-2024,14:45:36,03-01-2024 14:45,03-01-2024 14:45,17.1716,79.371695,74,53136
ldw,TS08Z0204,03-01-2024,14:45:55,03-01-2024 14:45,03-01-2024 14:45,17.171295,79.37556,76,53155
ldw,TS08Z0204,03-01-2024,14:46:48,03-01-2024 14:46,03-01-2024 14:46,17.1698183,79.3850083,67,53208
ldw,TS08Z0204,03-01-2024,14:47:08,03-01-2024 14:47,03-01-2024 14:47,17.1695467,79.386785,71,53228
ldw,TS08Z0204,03-01-2024,14:47:20,03-01-2024 14:47,03-01-2024 14:47,17.1689017,79.3924617,77,53240
ldw,TS08Z0204,03-01-2024,14:47:55,03-01-2024 14:47,03-01-2024 14:47,17.16837,79.39824,0,53275
ldw,TS08Z0204,03-01-2024,14:49:31,03-01-2024 14:49,03-01-2024 14:49,17.1603217,79.4168733,81,53371
ldw,TS08Z0204,03-01-2024,14:49:57,03-01-2024 14:49,03-01-2024 14:49,17.1582,79.42041,81,53397
ldw,TS08Z0204,03-01-2024,14:50:05,03-01-2024 14:50,03-01-2024 14:50,17.15714,79.4222633,83,53405
ldw,TS08Z0204,03-01-2024,14:50:50,03-01-2024 14:50,03-01-2024 14:50,17.1570667,79.4325933,75,53450
ldw,TS08Z0204,03-01-2024,14:51:24,03-01-2024 14:51,03-01-2024 14:51,17.15816,79.43826,70,53484
ldw,TS08Z0204,03-01-2024,14:52:46,03-01-2024 14:52,03-01-2024 14:52,17.157075,79.451345,73,53566
ldw,TS08Z0204,03-01-2024,14:52:51,03-01-2024 14:52,03-01-2024 14:52,17.15662,79.4531383,69,53571
ldw,TS08Z0204,03-01-2024,14:52:55,03-01-2024 14:52,03-01-2024 14:52,17.15662,79.4531383,69,53575
ldw,TS08Z0204,03-01-2024,14:52:58,03-01-2024 14:52,03-01-2024 14:52,17.15662,79.4531383,69,53578
ldw,TS08Z0204,03-01-2024,14:53:29,03-01-2024 14:53,03-01-2024 14:53,17.15722,79.4603667,77,53609
ldw,TS08Z0204,03-01-2024,14:53:41,03-01-2024 14:53,03-01-2024 14:53,17.1575317,79.4624817,82,53621
ldw,TS08Z0204,03-01-2024,14:54:22,03-01-2024 14:54,03-01-2024 14:54,17.15867,79.470615,83,53662
ldw,TS08Z0204,03-01-2024,14:59:52,03-01-2024 14:59,03-01-2024 14:59,17.1613183,79.4842567,55,53992
ldw,TS08Z0204,03-01-2024,15:00:03,03-01-2024 15:00,03-01-2024 15:00,17.1610283,79.4876367,74,54003
ldw,TS08Z0204,03-01-2024,15:00:07,03-01-2024 15:00,03-01-2024 15:00,17.1610283,79.4876367,74,54007
ldw,TS08Z0204,03-01-2024,15:00:59,03-01-2024 15:00,03-01-2024 15:00,17.160185,79.4981067,80,54059
ldw,TS08Z0204,03-01-2024,15:01:12,03-01-2024 15:01,03-01-2024 15:01,17.1601533,79.5002733,83,54072
ldw,TS08Z0204,03-01-2024,15:01:22,03-01-2024 15:01,03-01-2024 15:01,17.1601517,79.50237,78,54082
ldw,TS08Z0204,03-01-2024,15:01:31,03-01-2024 15:01,03-01-2024 15:01,17.16039,79.5043617,74,54091
ldw,TS08Z0204,03-01-2024,15:02:02,03-01-2024 15:02,03-01-2024 15:02,17.1619383,79.5102833,72,54122
ldw,TS08Z0204,03-01-2024,15:02:16,03-01-2024 15:02,03-01-2024 15:02,17.1627683,79.5143167,83,54136
ldw,TS08Z0204,03-01-2024,15:02:38,03-01-2024 15:02,03-01-2024 15:02,17.1637417,79.5185333,82,54158
ldw,TS08Z0204,03-01-2024,15:02:55,03-01-2024 15:02,03-01-2024 15:02,17.1651917,79.5221383,71,54175
ldw,TS08Z0204,03-01-2024,15:03:38,03-01-2024 15:03,03-01-2024 15:03,17.16485,79.5297117,80,54218
ldw,TS08Z0204,03-01-2024,15:03:44,03-01-2024 15:03,03-01-2024 15:03,17.1638633,79.530935,54,54224
ldw,TS08Z0204,03-01-2024,15:04:00,03-01-2024 15:04,03-01-2024 15:04,17.162855,79.53203,63,54240
ldw,TS08Z0204,03-01-2024,15:04:18,03-01-2024 15:04,03-01-2024 15:04,17.1603367,79.5346,76,54258
ldw,TS08Z0204,03-01-2024,15:04:35,03-01-2024 15:04,03-01-2024 15:04,17.158145,79.5380517,83,54275
ldw,TS08Z0204,03-01-2024,15:05:28,03-01-2024 15:05,03-01-2024 15:05,17.1631483,79.5472133,81,54328
ldw,TS08Z0204,03-01-2024,15:05:30,03-01-2024 15:05,03-01-2024 15:05,17.1631483,79.5472133,81,54330
ldw,TS08Z0204,03-01-2024,15:06:01,03-01-2024 15:06,03-01-2024 15:06,17.1632767,79.5532067,79,54361
ldw,TS08Z0204,03-01-2024,15:06:34,03-01-2024 15:06,03-01-2024 15:06,17.157305,79.55839,80,54394
ldw,TS08Z0204,03-01-2024,15:06:41,03-01-2024 15:06,03-01-2024 15:06,17.157305,79.55839,80,54401
ldw,TS08Z0204,03-01-2024,15:06:49,03-01-2024 15:06,03-01-2024 15:06,17.1555433,79.55937,81,54409
ldw,TS08Z0204,03-01-2024,15:06:54,03-01-2024 15:06,03-01-2024 15:06,17.1537933,79.56049,81,54414
ldw,TS08Z0204,03-01-2024,15:07:13,03-01-2024 15:07,03-01-2024 15:07,17.1521383,79.5643467,82,54433
ldw,TS08Z0204,03-01-2024,15:08:31,03-01-2024 15:08,03-01-2024 15:08,17.148685,79.5796217,81,54511
ldw,TS08Z0204,03-01-2024,15:08:38,03-01-2024 15:08,03-01-2024 15:08,17.148685,79.5796217,81,54518
ldw,TS08Z0204,03-01-2024,15:09:56,03-01-2024 15:09,03-01-2024 15:09,17.1449233,79.596385,83,54596
ldw,TS08Z0204,03-01-2024,15:10:08,03-01-2024 15:10,03-01-2024 15:10,17.1446683,79.5985317,81,54608
ldw,TS08Z0204,03-01-2024,15:12:29,03-01-2024 15:12,03-01-2024 15:12,17.1544617,79.6187117,63,54749
fcw,TS08Z0204,03-01-2024,15:12:32,03-01-2024 15:12,03-01-2024 15:12,17.1544617,79.6187117,63,54752
ldw,TS08Z0204,03-01-2024,15:39:47,03-01-2024 15:39,03-01-2024 15:39,17.15263,79.6076433,0,56387
ldw,TS08Z0204,04-01-2024,01:10:30,04-01-2024 01:10,04-01-2024 01:10,17.1486833,79.6054517,40,4230
ldw,TS08Z0204,04-01-2024,01:11:24,04-01-2024 01:11,04-01-2024 01:11,17.1449217,79.59619,82,4284
ldw,TS08Z0204,04-01-2024,01:11:51,04-01-2024 01:11,04-01-2024 01:11,17.1454583,79.59187,83,4311
ldw,TS08Z0204,04-01-2024,01:13:49,04-01-2024 01:13,04-01-2024 01:13,17.1522767,79.5679383,75,4429
ldw,TS08Z0204,04-01-2024,01:14:01,04-01-2024 01:14,04-01-2024 01:14,17.1521267,79.5659383,75,4441
ldw,TS08Z0204,04-01-2024,01:14:37,04-01-2024 01:14,04-01-2024 01:14,17.1558667,79.5591367,83,4477
ldw,TS08Z0204,04-01-2024,01:14:46,04-01-2024 01:14,04-01-2024 01:14,17.1576917,79.5580883,83,4486
ldw,TS08Z0204,04-01-2024,01:14:57,04-01-2024 01:14,04-01-2024 01:14,17.159555,79.5570833,83,4497
ldw,TS08Z0204,04-01-2024,01:15:47,04-01-2024 01:15,04-01-2024 01:15,17.1633933,79.5480633,80,4547
ldw,TS08Z0204,04-01-2024,01:15:57,04-01-2024 01:15,04-01-2024 01:15,17.162495,79.5461117,82,4557
ldw,TS08Z0204,04-01-2024,01:17:17,04-01-2024 01:17,04-01-2024 01:17,17.1623833,79.53244,76,4637
hmw,TS08Z0204,04-01-2024,01:17:44,04-01-2024 01:17,04-01-2024 01:17,17.1657083,79.5283833,68,4664
ldw,TS08Z0204,04-01-2024,01:18:00,04-01-2024 01:18,04-01-2024 01:18,17.166285,79.52693,57,4680
ldw,TS08Z0204,04-01-2024,01:18:37,04-01-2024 01:18,04-01-2024 01:18,17.1642267,79.52016,73,4717
ldw,TS08Z0204,04-01-2024,01:18:59,04-01-2024 01:18,04-01-2024 01:18,17.1630317,79.5163917,76,4739
hmw,TS08Z0204,04-01-2024,01:19:11,04-01-2024 01:19,04-01-2024 01:19,17.1626733,79.5145083,62,4751
hmw,TS08Z0204,04-01-2024,01:19:26,04-01-2024 01:19,04-01-2024 01:19,17.1623283,79.5117783,48,4766
ldw,TS08Z0204,04-01-2024,01:19:59,04-01-2024 01:19,04-01-2024 01:19,17.1609767,79.5079567,67,4799
ldw,TS08Z0204,04-01-2024,01:20:18,04-01-2024 01:20,04-01-2024 01:20,17.16027,79.5041617,81,4818
ldw,TS08Z0204,04-01-2024,01:20:39,04-01-2024 01:20,04-01-2024 01:20,17.1601417,79.4998617,83,4839
